id;client_id;card_brand;card_type;card_number;expires;cvv;has_chip;num_cards_issued;credit_limit;acct_open_date;year_pin_last_changed
5382;32;Mastercard;Debit;5800646935618680;01-12-2023;606;YES;2;26501,00;01-11-2002;2019
3475;32;Mastercard;Debit;5694871166428060;01-12-2020;965;NO;2;11121,00;01-06-2010;2013
1087;32;Mastercard;Debit;5666612651246370;01-04-2021;633;YES;2;2352,00;01-02-2006;2012
576;1040;Mastercard;Debit;5888304398785420;01-02-2020;957;YES;1;62317,00;01-01-2020;2020
401;1040;Amex;Credit;373001607540829;01-07-2020;141;YES;2;16400,00;01-01-2020;2020
4798;396;Visa;Debit (Prepaid);4449334595737960;01-02-2023;963;NO;2;65,00;01-09-2010;2011
2785;396;Visa;Debit (Prepaid);4976990803040920;01-02-2020;280;YES;1;63,00;01-04-2018;2018
4911;396;Mastercard;Debit (Prepaid);5855912828685060;01-10-2020;998;NO;1;69,00;01-09-2017;2017
5395;396;Visa;Credit;4481459177871870;01-11-2003;407;YES;2;36900,00;01-11-2003;2014
4300;396;Visa;Debit;4534286446272160;01-10-2024;909;YES;2;10875,00;01-08-2009;2020
999;1498;Mastercard;Debit (Prepaid);5909422442877720;01-12-2024;904;YES;2;65,00;01-02-2002;2008
3735;1498;Mastercard;Debit (Prepaid);5031500070846560;01-04-2023;242;YES;2;76,00;01-07-2005;2010
577;1498;Mastercard;Debit;5467709707043930;01-03-2024;414;YES;2;15781,00;01-01-2020;2020
2232;1498;Visa;Debit;4138930585575380;01-06-2019;145;YES;1;22227,00;01-03-2009;2010
1613;104;Mastercard;Debit;5142639208685540;01-02-2020;219;YES;2;4924,00;01-02-2020;2020
3161;104;Discover;Credit;6464999389821770;01-09-2020;611;YES;1;6300,00;01-05-2015;2015
4205;104;Mastercard;Credit;5510383883718890;01-05-2024;39;NO;1;8000,00;01-08-2007;2020
835;1062;Visa;Debit;4704183403153630;01-02-2020;877;NO;1;18432,00;01-01-2020;2020
1390;1062;Mastercard;Debit (Prepaid);5959889429403770;01-02-2020;978;YES;2;86,00;01-02-2019;2019
4363;1062;Mastercard;Debit;5880409088686140;01-09-2020;549;YES;2;11666,00;01-08-2011;2011
1409;1845;Amex;Credit;327497948507859;01-02-2020;829;YES;1;22900,00;01-02-2020;2020
5892;1657;Mastercard;Credit;5806776060660020;01-06-2021;573;YES;1;7800,00;01-12-2007;2007
2183;1106;Mastercard;Debit;5807306830246690;01-08-2023;218;YES;1;10462,00;01-03-2008;2015
3964;1106;Amex;Credit;355949624026502;01-12-2012;895;YES;2;11000,00;01-07-2011;2011
2335;1106;Visa;Debit;4093331419395760;01-12-2023;813;YES;1;16927,00;01-03-2014;2014
2550;1867;Visa;Debit (Prepaid);4562657491942640;01-04-2015;23;YES;2;96,00;01-04-2007;2015
5238;1045;Mastercard;Debit (Prepaid);5957384655695390;01-07-2021;529;YES;1;95,00;01-10-2011;2011
5462;1786;Mastercard;Credit;5280439372458360;01-03-2023;656;YES;2;2400,00;01-11-2006;2010
2250;1786;Mastercard;Debit;5212105993740370;01-09-2023;749;YES;1;12127,00;01-03-2010;2010
5463;1786;Mastercard;Credit;5639561447744150;01-11-2020;247;YES;1;18400,00;01-11-2006;2014
1000;1786;Mastercard;Debit;5532586114473890;01-09-2024;288;YES;1;8273,00;01-02-2002;2009
3789;1786;Visa;Debit;4664101203758470;01-01-2022;79;YES;2;16641,00;01-07-2006;2014
2392;1569;Visa;Credit;4294423018570250;01-03-2022;724;YES;1;10300,00;01-04-1993;2013
4109;1569;Mastercard;Debit;5176230872859770;01-05-2020;560;NO;2;13841,00;01-08-2002;2010
2458;1569;Mastercard;Debit;5837677839033850;01-07-2024;153;YES;2;2054,00;01-04-2004;2015
5098;1569;Visa;Credit;4642362910157970;01-09-2022;415;YES;2;5100,00;01-10-2007;2011
3519;899;Mastercard;Debit;5972582186298210;01-02-2016;369;NO;1;22172,00;01-06-2011;2016
2429;1595;Mastercard;Debit;5755792909736500;01-08-2023;338;YES;1;17749,00;01-04-2002;2011
2472;1595;Visa;Credit;4800542079346440;01-09-2021;673;YES;1;12700,00;01-04-2004;2011
1447;446;Discover;Credit;6154268030880320;01-02-2020;171;YES;2;11100,00;01-02-2020;2020
3581;53;Mastercard;Debit;5671275511039270;01-07-2024;152;NO;2;16923,00;01-06-2014;2014
3267;53;Amex;Credit;311447548311580;01-04-2020;560;YES;1;14800,00;01-06-2004;2010
4620;53;Visa;Debit (Prepaid);4555062684626840;01-09-2009;63;YES;1;49,00;01-09-2006;2011
1410;1136;Amex;Credit;349691331721092;01-07-2020;122;YES;1;19000,00;01-02-2020;2020
1614;1136;Mastercard;Debit;5672629395790530;01-04-2022;509;YES;2;22067,00;01-02-2020;2020
1885;1136;Visa;Credit;4499074473589640;01-01-2023;333;YES;2;11500,00;01-02-2020;2020
1159;551;Visa;Debit;4527984307819250;01-03-2012;502;YES;2;19017,00;01-02-2008;2012
4637;551;Mastercard;Debit;5830088551579350;01-08-2023;234;YES;2;13863,00;01-09-2007;2014
3341;551;Discover;Credit;6207684045556320;01-06-2008;297;YES;2;400,00;01-06-2007;2010
2795;1491;Visa;Credit;4478225264154010;01-03-2006;285;YES;2;5100,00;01-05-1997;2010
5410;1491;Mastercard;Debit;5791246266185470;01-02-2024;833;YES;1;17620,00;01-11-2004;2011
5732;1491;Mastercard;Debit;5388327407245090;01-12-2018;809;YES;2;23572,00;01-11-2017;2017
3019;1491;Visa;Debit;4844854154690500;01-05-2023;285;YES;2;20773,00;01-05-2009;2011
1249;330;Visa;Debit;4013218758934400;01-10-2012;551;YES;2;25124,00;01-02-2010;2010
2402;392;Mastercard;Debit;5397399966487870;01-08-2023;71;YES;1;19465,00;01-04-1998;2012
4380;392;Visa;Credit;4634733858816480;01-12-2021;388;YES;1;14100,00;01-08-2011;2013
3307;392;Visa;Debit (Prepaid);4935298479806420;01-08-2022;570;YES;2;32,00;01-06-2005;2012
5153;1144;Mastercard;Debit;5270047889650770;01-09-2024;586;YES;2;16109,00;01-10-2009;2009
4172;1144;Discover;Credit;6163698170878870;01-01-2010;324;YES;1;8100,00;01-08-2006;2008
4141;1144;Visa;Debit;4133372133177610;01-04-2024;36;YES;2;16454,00;01-08-2004;2010
2223;1144;Mastercard;Credit;5519338595052200;01-04-2024;968;YES;2;7300,00;01-03-2009;2010
2459;1163;Mastercard;Debit (Prepaid);5611180263447980;01-04-2020;946;NO;2;46,00;01-04-2004;2010
2275;1163;Mastercard;Credit;5056525550531000;01-07-2022;251;YES;2;22200,00;01-03-2011;2011
4236;1163;Amex;Credit;337414078660495;01-06-2024;833;YES;1;26900,00;01-08-2008;2009
5227;230;Amex;Credit;327212376390677;01-08-2023;611;YES;2;8700,00;01-10-2011;2013
5788;230;Amex;Credit;389676870614061;01-10-2022;391;YES;2;4000,00;01-12-2003;2006
5893;230;Mastercard;Credit;5761118180884910;01-02-2020;236;YES;1;7200,00;01-12-2007;2012
5033;230;Visa;Debit;4440890128195970;01-09-2022;434;NO;2;14362,00;01-10-2005;2006
1301;1066;Mastercard;Debit;5803246848212930;01-08-2023;269;YES;2;20060,00;01-02-2012;2012
1126;1066;Visa;Debit;4623474503708080;01-11-2022;960;YES;2;17309,00;01-02-2007;2010
2460;460;Mastercard;Debit;5024786214713140;01-09-2022;877;YES;1;38354,00;01-04-2004;2010
3805;460;Mastercard;Debit;5504734087292060;01-09-2023;435;YES;2;49107,00;01-07-2007;2011
5470;460;Visa;Debit;4858755901764610;01-10-2020;766;YES;1;8468,00;01-11-2006;2010
4534;460;Mastercard;Debit;5577008661015610;01-02-2024;114;YES;1;28877,00;01-09-2003;2017
5252;1661;Visa;Debit;4835541986783120;01-02-2020;417;YES;1;33713,00;01-10-2011;2011
5983;1661;Visa;Credit;4294634745639510;01-09-2020;644;YES;1;25600,00;01-12-2009;2009
5993;1926;Discover;Credit;6892639215588430;01-07-2020;873;YES;1;9100,00;01-12-2010;2013
1160;1926;Visa;Debit;4833362009066630;01-09-2023;611;NO;2;793,00;01-02-2008;2008
5439;1926;Visa;Credit;4661245088949270;01-02-2022;138;YES;2;4200,00;01-11-2005;2011
2417;27;Mastercard;Credit;5054102481336550;01-06-2023;835;YES;2;9900,00;01-04-2001;2007
5383;27;Visa;Debit;4102856768520790;01-05-2022;534;YES;1;15082,00;01-11-2002;2006
2631;27;Discover;Credit;6392121692006580;01-11-2023;277;YES;1;13100,00;01-04-2010;2013
5025;27;Mastercard;Debit;5844706815586010;01-02-2022;961;YES;2;1385,00;01-10-2005;2012
1051;27;Mastercard;Debit;5596899870960480;01-06-2022;269;YES;2;26506,00;01-02-2005;2008
3055;27;Mastercard;Debit;5876088623884860;01-12-2014;299;NO;1;10488,00;01-05-2010;2010
578;27;Mastercard;Credit;5098820482811220;01-03-2022;546;YES;2;7000,00;01-01-2020;2020
4035;27;Mastercard;Debit (Prepaid);5670263614078850;01-07-2024;491;YES;1;61,00;01-07-2015;2015
4131;365;Mastercard;Debit;5858026767803910;01-05-2021;936;YES;2;8923,00;01-08-2004;2014
3191;50;Mastercard;Debit;5332822054530190;01-07-2020;842;YES;2;29474,00;01-05-2017;2017
5194;50;Mastercard;Debit;5735247274529260;01-02-2017;131;YES;2;25612,00;01-10-2010;2010
247;50;Visa;Credit;4319140159818940;01-06-2023;418;YES;2;12700,00;01-01-2010;2010
5471;50;Visa;Debit;4816947607499080;01-02-2021;329;NO;2;9781,00;01-11-2006;2014
1886;653;Visa;Credit;4219659798225500;01-06-2021;560;YES;2;12900,00;01-02-2020;2020
836;743;Visa;Debit;4492886045960840;01-10-2022;219;YES;1;20582,00;01-01-2020;2020
1026;743;Visa;Debit;4251505296439840;01-11-2023;630;YES;1;9998,00;01-02-2003;2010
1270;743;Mastercard;Debit;5434039936536230;01-01-2022;58;YES;1;11664,00;01-02-2011;2011
837;999;Visa;Debit;4176536655394790;01-12-2024;735;YES;2;27813,00;01-01-2020;2020
579;999;Mastercard;Credit;5084890972780160;01-02-2020;704;YES;2;11700,00;01-01-2020;2020
580;999;Mastercard;Debit;5776578098565130;01-01-2020;428;YES;1;19286,00;01-01-2020;2020
581;999;Mastercard;Debit;5938238674613510;01-12-2023;970;YES;1;22868,00;01-01-2020;2020
5396;940;Visa;Credit;4865215431636930;01-04-2018;389;YES;1;15400,00;01-11-2003;2009
273;940;Mastercard;Debit;5543612189896620;01-09-2024;0;YES;2;26534,00;01-01-2011;2011
3726;940;Amex;Credit;341920835415537;01-02-2011;577;YES;2;11100,00;01-07-2005;2012
5117;940;Mastercard;Debit;5790687100361010;01-04-2020;543;YES;3;7446,00;01-10-2008;2015
2047;940;Mastercard;Debit;5065594473717170;01-01-2020;573;NO;2;12607,00;01-03-2003;2015
2224;940;Mastercard;Debit;5712388411358840;01-03-2024;375;YES;2;1053,00;01-03-2009;2011
3986;534;Visa;Debit;4434834942514580;01-04-2021;392;YES;1;24424,00;01-07-2011;2011
3645;534;Visa;Debit;4620908286307570;01-08-2022;924;YES;2;22330,00;01-06-2019;2019
336;534;Visa;Debit;4357162101921890;01-04-2024;602;YES;2;32659,00;01-01-2014;2014
1615;1460;Mastercard;Debit;5404676809155780;01-01-2021;360;YES;1;8822,00;01-02-2020;2020
1887;1460;Visa;Debit;4536446657466640;01-03-2020;729;YES;1;3549,00;01-02-2020;2020
4068;59;Mastercard;Debit;5139260275619900;01-12-2018;356;YES;1;14939,00;01-07-2018;2018
1391;59;Mastercard;Debit (Prepaid);5366605660821200;01-07-2021;820;YES;2;56,00;01-02-2019;2019
1001;59;Mastercard;Credit;5722261582120040;01-06-2021;765;YES;2;8800,00;01-02-2002;2013
3658;59;Visa;Credit;4920403884145610;01-08-2020;862;YES;1;9300,00;01-07-2000;2008
5195;59;Mastercard;Credit;5287886813527780;01-09-2021;710;YES;1;6800,00;01-10-2010;2010
2087;59;Mastercard;Debit;5273002914346440;01-03-2020;208;YES;2;12210,00;01-03-2005;2009
1145;59;Mastercard;Debit;5731961436914520;01-08-2020;348;YES;2;6397,00;01-02-2008;2015
5084;1908;Mastercard;Debit (Prepaid);5729782750338520;01-03-2024;682;YES;1;92,00;01-10-2007;2007
2737;1908;Visa;Debit;4667494597335920;01-04-2016;716;YES;1;23053,00;01-04-2014;2014
5945;1908;Visa;Credit;4321453382786730;01-11-2024;699;YES;1;14900,00;01-12-2008;2011
2461;1908;Mastercard;Debit;5586848851452360;01-12-2021;999;YES;2;27046,00;01-04-2004;2015
4032;1908;Amex;Credit;375809277251923;01-02-2024;763;NO;1;2900,00;01-07-2015;2015
582;1436;Mastercard;Debit;5305112976234170;01-12-2022;182;YES;1;10427,00;01-01-2020;2020
1616;1436;Mastercard;Debit;5936573293417600;01-02-2020;173;YES;1;8163,00;01-02-2020;2020
1888;1436;Visa;Debit;4551396345815640;01-10-2021;834;YES;2;26599,00;01-02-2020;2020
1617;1436;Mastercard;Credit;5754933315571730;01-08-2024;524;YES;2;3600,00;01-02-2020;2020
583;1230;Mastercard;Debit (Prepaid);5644009999089880;01-07-2021;745;YES;2;68,00;01-01-2020;2020
1618;324;Mastercard;Debit;5946098082933890;01-02-2020;492;YES;1;37661,00;01-02-2020;2020
1889;324;Visa;Credit;4177846249033060;01-08-2024;974;YES;1;21400,00;01-02-2020;2020
1619;324;Mastercard;Debit;5014002698424640;01-01-2022;789;YES;2;31271,00;01-02-2020;2020
5007;992;Mastercard;Credit;5113385398145640;01-03-2011;64;YES;1;20800,00;01-10-2004;2007
4511;992;Mastercard;Credit;5848472394865250;01-10-2020;65;YES;2;9000,00;01-09-2001;2010
4928;992;Mastercard;Credit;5691724269449730;01-03-2024;70;NO;1;13100,00;01-10-1996;2012
3108;992;Visa;Debit;4374177951721880;01-12-2023;692;NO;2;23636,00;01-05-2011;2013
3647;198;Amex;Credit;308172687372686;01-08-2022;784;YES;1;8200,00;01-07-1998;2013
305;198;Visa;Credit;4539993816741440;01-03-2023;11;YES;1;6900,00;01-01-2012;2012
3177;198;Mastercard;Debit;5101124751213940;01-11-2022;652;YES;2;13689,00;01-05-2016;2016
584;1017;Mastercard;Debit;5826135241607420;01-02-2020;122;YES;2;5836,00;01-01-2020;2020
4638;1813;Mastercard;Credit;5920524223877100;01-11-2024;661;NO;1;12300,00;01-09-2007;2008
5196;1813;Mastercard;Credit;5098671138116680;01-12-2011;455;YES;1;7900,00;01-10-2010;2010
4591;1813;Visa;Credit;4281927270188110;01-03-2021;372;YES;1;13500,00;01-09-2005;2013
101;1813;Mastercard;Debit (Prepaid);5548793272738670;01-04-2024;233;YES;1;41,00;01-01-2006;2010
838;1989;Visa;Credit;4133581250475930;01-10-2022;896;YES;1;16400,00;01-01-2020;2020
2984;1989;Visa;Debit;4556637634817260;01-03-2023;126;YES;2;16293,00;01-05-2008;2009
4036;1989;Mastercard;Credit;5131036676128150;01-08-2024;342;YES;2;14300,00;01-07-2015;2015
3800;1989;Amex;Credit;387783458708691;01-03-2024;124;YES;1;21200,00;01-07-2007;2011
3128;1148;Visa;Debit;4536763812166740;01-01-2021;475;YES;1;11068,00;01-05-2012;2012
585;1148;Mastercard;Debit;5796942838820080;01-10-2021;291;NO;1;14835,00;01-01-2020;2020
5804;1148;Amex;Credit;310838708616037;01-03-2022;96;NO;2;9300,00;01-12-2004;2014
1286;1148;Visa;Credit;4074614873243600;01-12-2020;16;YES;1;9400,00;01-02-2011;2011
4132;872;Mastercard;Debit;5495672050218580;01-02-2022;792;YES;1;12566,00;01-08-2004;2015
3131;872;Discover;Credit;6591224063219780;01-10-2020;174;YES;2;4100,00;01-05-2013;2013
5609;872;Mastercard;Credit;5418010568255290;01-06-2018;205;YES;2;7400,00;01-11-2010;2012
5064;872;Visa;Credit;4361264242552160;01-12-2021;440;YES;2;4200,00;01-10-2006;2011
5933;458;Mastercard;Debit;5915885449164040;01-10-2022;744;YES;1;14388,00;01-12-2008;2015
4177;458;Mastercard;Debit (Prepaid);5855592283767120;01-12-2020;132;YES;1;63,00;01-08-2006;2014
2484;920;Mastercard;Credit;5388350141546010;01-01-2020;278;YES;2;8100,00;01-04-2005;2008
3113;920;Amex;Credit;341587958222262;01-06-2024;281;YES;2;10000,00;01-05-2012;2012
2758;1598;Discover;Credit;6844863173851960;01-11-2024;435;YES;2;8700,00;01-04-2016;2016
3889;1598;Mastercard;Debit;5517394959961410;01-10-2023;758;NO;2;11900,00;01-07-2009;2010
4776;1598;Mastercard;Credit;5631203582527420;01-10-2023;995;YES;1;5700,00;01-09-2010;2015
1348;1598;Visa;Credit;4530836617790000;01-06-2022;596;YES;2;3400,00;01-02-2014;2014
4657;1598;Discover;Credit;6755650709292910;01-05-2023;220;YES;2;5300,00;01-09-2008;2011
4933;1876;Mastercard;Debit;5098350921641460;01-04-2023;974;YES;1;16082,00;01-10-1998;2010
3315;1876;Mastercard;Debit;5986700523468550;01-12-2020;317;YES;1;21552,00;01-06-2006;2006
5708;1876;Mastercard;Debit;5705118094307250;01-08-2022;295;YES;1;29037,00;01-11-2015;2015
2881;1876;Mastercard;Debit;5865202589439160;01-12-2006;927;YES;2;19107,00;01-05-2005;2005
5051;1876;Mastercard;Debit;5920582128586070;01-03-2012;387;YES;2;26562,00;01-10-2006;2008
4503;1876;Discover;Credit;6208549056774200;01-06-2020;325;YES;1;9800,00;01-09-2000;2011
839;412;Visa;Credit;4867749358306190;01-05-2023;503;YES;2;13000,00;01-01-2020;2020
586;412;Mastercard;Debit;5356595125371370;01-02-2020;118;YES;2;14733,00;01-01-2020;2020
1620;412;Mastercard;Debit;5652463737028900;01-02-2020;322;YES;2;7476,00;01-02-2020;2020
587;412;Mastercard;Debit (Prepaid);5620630869634950;01-02-2024;155;YES;2;60,00;01-01-2020;2020
2088;190;Mastercard;Debit;5442893744984250;01-06-2019;926;YES;2;29471,00;01-03-2005;2011
2496;190;Visa;Credit;4273233611719440;01-10-2014;602;YES;1;17700,00;01-04-2005;2010
3851;190;Mastercard;Debit;5036287741782220;01-04-2023;791;YES;2;11969,00;01-07-2008;2008
3363;190;Visa;Debit;4685370244169280;01-04-2022;311;YES;2;7946,00;01-06-2007;2014
4621;190;Visa;Debit (Prepaid);4616391251053030;01-06-2011;600;YES;1;41,00;01-09-2006;2017
4989;163;Mastercard;Debit;5017276941811860;01-09-2023;728;YES;1;12873,00;01-10-2003;2008
2462;163;Mastercard;Debit;5113638843250390;01-09-2023;734;YES;1;17629,00;01-04-2004;2012
588;567;Mastercard;Debit;5819953308753510;01-12-2024;978;YES;1;6497,00;01-01-2020;2020
589;567;Mastercard;Debit (Prepaid);5461501204746610;01-07-2021;921;YES;1;67,00;01-01-2020;2020
5309;567;Visa;Credit;4172901867929020;01-06-2021;815;YES;1;3300,00;01-10-2015;2015
2513;503;Visa;Debit (Prepaid);4338179283608640;01-01-2022;479;YES;2;85,00;01-04-2006;2010
1088;503;Mastercard;Debit (Prepaid);5499438981291350;01-06-2020;547;NO;1;39,00;01-02-2006;2006
5290;469;Mastercard;Debit;5317963113167470;01-08-2023;60;YES;1;26162,00;01-10-2014;2014
2686;469;Visa;Credit;4499974645760870;01-12-2024;556;YES;1;13700,00;01-04-2011;2014
2619;469;Visa;Debit;4855184148394850;01-01-2022;646;YES;2;31504,00;01-04-2009;2014
4178;469;Mastercard;Debit;5095105587832290;01-04-2009;488;YES;2;9010,00;01-08-2006;2007
3164;1851;Mastercard;Debit;5716512774333390;01-07-2024;690;YES;1;64059,00;01-05-2015;2015
5026;1851;Mastercard;Debit (Prepaid);5128224925042600;01-03-2021;416;YES;2;62,00;01-10-2005;2008
5528;1851;Mastercard;Debit;5841318855882800;01-09-2018;598;NO;2;29601,00;01-11-2008;2011
3890;1851;Mastercard;Credit;5806437154431810;01-11-2012;9;YES;1;21800,00;01-07-2009;2014
6003;1851;Mastercard;Debit;5094889405071150;01-05-2022;229;YES;2;49790,00;01-12-2010;2010
4061;1523;Visa;Debit;4219882258727400;01-01-2020;656;YES;1;13438,00;01-07-2017;2017
2262;1523;Visa;Credit;4821384154009950;01-09-2024;7;YES;1;9600,00;01-03-2010;2011
5509;1523;Visa;Credit;4104821247175150;01-07-2021;10;YES;1;6300,00;01-11-2007;2007
4521;1523;Mastercard;Debit;5315137645798990;01-04-2023;777;YES;1;12348,00;01-09-2002;2008
590;35;Mastercard;Debit;5521656165067350;01-07-2020;771;YES;1;9632,00;01-01-2020;2020
1621;35;Mastercard;Debit;5614214525430860;01-08-2024;54;YES;2;9490,00;01-02-2020;2020
591;35;Mastercard;Debit;5745960951909790;01-01-2024;921;NO;2;32399,00;01-01-2020;2020
2590;317;Visa;Debit;4367233384706350;01-11-2015;188;NO;2;12810,00;01-04-2008;2008
4578;317;Mastercard;Credit;5843002193982560;01-09-2012;247;YES;2;9300,00;01-09-2005;2014
5411;317;Mastercard;Debit;5285092902484420;01-10-2017;930;YES;2;7564,00;01-11-2004;2016
4459;1195;Visa;Debit;4044587617721400;01-11-2021;838;YES;1;22765,00;01-08-2016;2016
3309;1195;Discover;Credit;6308747644809120;01-10-2021;62;YES;1;11300,00;01-06-2006;2012
131;1195;Mastercard;Debit;5516369728570930;01-10-2022;822;YES;1;10369,00;01-01-2007;2011
26;1195;Mastercard;Credit;5899977049289050;01-10-2020;747;YES;2;10200,00;01-01-2002;2011
3020;1195;Visa;Credit;4213819030854810;01-06-2024;692;YES;2;12100,00;01-05-2009;2019
3219;1195;Visa;Debit;4896500420485740;01-03-2020;197;YES;2;15409,00;01-06-2000;2017
1195;1238;Visa;Credit;4892840339331140;01-07-2024;127;YES;2;22500,00;01-02-2009;2012
592;1238;Mastercard;Credit;5671490114250430;01-01-2020;534;NO;3;6700,00;01-01-2020;2020
4301;432;Visa;Debit;4621289769533600;01-03-2022;629;YES;2;842,00;01-08-2009;2009
3005;432;Mastercard;Debit;5087574290944960;01-08-2009;540;YES;2;10049,00;01-05-2009;2009
2645;432;Mastercard;Debit;5469440611983410;01-06-2018;723;YES;2;11625,00;01-04-2010;2012
2646;432;Mastercard;Credit;5944277345824240;01-11-2021;689;YES;2;5800,00;01-04-2010;2011
1146;432;Mastercard;Debit;5515952308018880;01-02-2020;490;NO;3;17515,00;01-02-2008;2010
1890;1082;Visa;Debit;4556029140337810;01-07-2024;537;YES;2;1696,00;01-02-2020;2020
5187;1082;Discover;Credit;6713198244025270;01-10-2010;952;YES;2;11400,00;01-10-2010;2011
3308;1082;Visa;Credit;4609569293297680;01-07-2020;165;YES;2;10600,00;01-06-2005;2017
3925;120;Discover;Credit;6960133989364220;01-12-2010;808;NO;1;21500,00;01-07-2010;2010
5813;120;Mastercard;Debit;5988465973991530;01-10-2021;869;YES;2;32784,00;01-12-2004;2008
3806;120;Mastercard;Debit;5477771408952430;01-04-2022;980;YES;2;13510,00;01-07-2007;2016
3558;120;Visa;Credit;4275721419388990;01-08-2012;125;YES;1;14000,00;01-06-2012;2012
5610;1289;Mastercard;Debit (Prepaid);5477226022582790;01-04-2018;961;NO;3;38,00;01-11-2010;2013
1891;1502;Visa;Debit;4361413457601350;01-09-2020;932;NO;1;28471,00;01-02-2020;2020
593;1502;Mastercard;Debit;5102512406568370;01-12-2023;196;YES;2;33833,00;01-01-2020;2020
3655;1497;Visa;Debit;4255117392431600;01-04-2020;582;NO;2;14751,00;01-07-1999;2012
3999;1047;Mastercard;Debit;5909062238371480;01-04-2024;211;YES;1;27268,00;01-07-2012;2012
1411;1047;Amex;Credit;346964605654298;01-02-2020;530;YES;1;16400,00;01-02-2020;2020
4639;0;Mastercard;Credit;5802759460691740;01-12-2019;312;YES;1;17600,00;01-09-2007;2014
1271;0;Mastercard;Debit;5050211780967430;01-04-2021;316;YES;2;31490,00;01-02-2011;2011
1622;0;Mastercard;Debit;5691786126216800;01-06-2021;451;YES;2;31008,00;01-02-2020;2020
1623;0;Mastercard;Debit;5472791324252430;01-04-2020;138;YES;2;25558,00;01-02-2020;2020
1112;351;Mastercard;Debit (Prepaid);5348108239138920;01-11-2023;893;YES;2;54,00;01-02-2007;2010
1043;351;Visa;Credit;4839347876295450;01-03-2024;844;YES;1;7200,00;01-02-2004;2015
2664;351;Visa;Debit;4760435386907940;01-01-2022;2;YES;2;5080,00;01-04-2010;2010
431;351;Discover;Credit;6553992478482050;01-01-2020;897;YES;1;2700,00;01-01-2020;2020
4512;351;Mastercard;Debit;5025292542824620;01-04-2021;264;YES;2;9278,00;01-09-2001;2011
2244;351;Discover;Credit;6898335342234640;01-03-2022;107;YES;1;6000,00;01-03-2010;2016
299;1797;Mastercard;Debit;5586398791957990;01-03-2022;828;YES;1;27243,00;01-01-2012;2012
1127;1797;Visa;Debit;4777281869545650;01-02-2017;256;YES;2;23237,00;01-02-2007;2009
5660;1797;Visa;Debit;4144623277980190;01-10-2022;645;YES;2;16008,00;01-11-2011;2011
300;1797;Mastercard;Debit;5535701151074660;01-02-2022;987;YES;1;16279,00;01-01-2012;2012
4853;1797;Mastercard;Debit;5669514318855140;01-11-2014;958;NO;1;16003,00;01-09-2013;2013
4206;1386;Mastercard;Debit;5695114787068180;01-02-2021;881;YES;2;5488,00;01-08-2007;2014
1892;1122;Visa;Debit;4998267438899180;01-02-2020;675;YES;1;45222,00;01-02-2020;2020
321;1122;Visa;Debit;4001532089642120;01-01-2021;681;YES;1;32071,00;01-01-2013;2013
1893;255;Visa;Debit;4795449431320480;01-08-2020;55;YES;2;16783,00;01-02-2020;2020
1894;765;Visa;Debit;4401985504522490;01-10-2023;745;YES;2;13524,00;01-02-2020;2020
1895;765;Visa;Credit;4070730691570560;01-04-2021;834;YES;2;15000,00;01-02-2020;2020
5008;703;Mastercard;Debit;5872231427146850;01-06-2005;616;YES;1;20062,00;01-10-2004;2010
161;703;Mastercard;Credit;5388336417003780;01-02-2021;355;YES;2;8100,00;01-01-2008;2009
4640;703;Mastercard;Debit;5563354301495550;01-09-2021;337;NO;2;4335,00;01-09-2007;2007
4777;703;Mastercard;Credit;5756823922746960;01-04-2024;644;YES;2;2000,00;01-09-2010;2010
4302;1919;Visa;Debit;4512873665454660;01-03-2022;854;YES;1;25445,00;01-08-2009;2009
1215;1919;Mastercard;Credit;5361975786587170;01-07-2024;39;YES;1;17400,00;01-02-2010;2010
5430;1919;Mastercard;Debit;5251416101381620;01-11-2019;577;YES;2;34684,00;01-11-2005;2008
5709;1919;Mastercard;Debit;5623100773698390;01-03-2022;956;YES;2;28125,00;01-11-2015;2015
1624;1919;Mastercard;Debit;5266317582741980;01-08-2020;276;YES;2;49705,00;01-02-2020;2020
3908;791;Visa;Debit;4590278168014300;01-09-2014;921;NO;2;31424,00;01-07-2009;2010
2295;791;Amex;Credit;398644935987910;01-03-2023;22;YES;2;7900,00;01-03-2012;2012
1089;791;Mastercard;Debit;5259379174477000;01-06-2006;913;YES;1;19097,00;01-02-2006;2011
5228;791;Amex;Credit;384866850602533;01-09-2021;24;YES;1;10100,00;01-10-2011;2015
2306;199;Visa;Debit;4879393662835540;01-12-2023;176;YES;1;32423,00;01-03-2012;2012
5661;199;Visa;Credit;4220895295503220;01-07-2015;14;YES;1;16900,00;01-11-2011;2011
1031;199;Mastercard;Debit;5930100401040070;01-06-2021;908;YES;1;17686,00;01-02-2004;2007
4229;282;Visa;Credit;4095931916462700;01-01-2020;979;NO;1;8100,00;01-08-2007;2009
3290;282;Mastercard;Debit;5420156044028720;01-03-2020;391;NO;1;10059,00;01-06-2005;2014
4822;282;Visa;Debit;4179763879293620;01-02-2022;245;NO;1;4302,00;01-09-2011;2015
1287;282;Visa;Credit;4614912096462110;01-11-2020;84;YES;1;7300,00;01-02-2011;2011
5154;908;Mastercard;Debit;5566661174535410;01-01-2024;748;YES;1;13123,00;01-10-2009;2014
3252;908;Mastercard;Debit;5076319230738340;01-01-2023;951;YES;1;3630,00;01-06-2003;2009
